"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"18.06.2019","303,42","301,21","304,08","301,21","81,34K","0,63%"
"17.06.2019","301,52","304,90","305,45","301,12","121,26K","-1,19%"
"14.06.2019","305,14","300,40","305,49","299,81","110,25K","1,58%"
"13.06.2019","300,39","299,59","300,50","298,80","65,88K","0,23%"
"12.06.2019","299,71","296,05","300,53","296,05","99,27K","0,84%"
"11.06.2019","297,20","298,32","298,92","297,05","61,43K","-0,50%"
"10.06.2019","298,69","300,06","300,06","298,17","66,73K","-0,17%"
"06.06.2019","299,20","299,05","301,10","297,46","113,70K","0,15%"
"05.06.2019","298,74","296,65","299,20","296,06","93,70K","0,38%"
"04.06.2019","297,60","295,23","297,80","294,38","90,64K","0,97%"
"03.06.2019","294,74","291,88","294,77","291,14","85,83K","1,38%"
"31.05.2019","290,72","287,28","290,75","287,28","92,73K","1,25%"
"30.05.2019","287,13","288,62","288,96","287,05","52,58K","-0,55%"
"29.05.2019","288,71","288,10","288,77","287,08","59,26K","0,12%"
"28.05.2019","288,35","288,39","288,45","287,80","42,08K","0,00%"
"27.05.2019","288,36","288,06","288,65","287,60","38,80K","-0,03%"
"24.05.2019","288,45","287,30","288,97","287,08","80,90K","0,58%"
"23.05.2019","286,79","286,51","286,90","286,38","46,45K","0,20%"
"22.05.2019","286,21","285,50","286,33","285,30","49,15K","-0,12%"
"21.05.2019","286,56","286,50","287,15","286,03","47,75K","-0,04%"
"20.05.2019","286,67","288,20","288,20","286,08","79,06K","-0,50%"
"17.05.2019","288,10","288,10","288,54","286,75","75,12K","-0,23%"
"16.05.2019","288,77","288,98","289,45","288,08","70,60K","0,38%"
"15.05.2019","287,69","289,03","289,29","287,37","72,69K","-0,33%"
"14.05.2019","288,64","285,30","289,28","285,09","111,46K","1,23%"
"13.05.2019","285,13","283,93","285,32","283,70","78,58K","0,66%"
"10.05.2019","283,27","283,28","284,38","282,82","78,90K","-0,03%"
"09.05.2019","283,36","283,31","283,67","282,16","59,53K","0,21%"
"08.05.2019","282,76","281,39","283,00","281,06","51,65K","0,34%"
"07.05.2019","281,80","281,82","282,27","281,10","44,97K","-0,03%"
"06.05.2019","281,88","282,70","284,30","281,79","43,52K","0,48%"
"30.04.2019","280,54","280,26","280,99","279,64","39,82K","0,01%"
"29.04.2019","280,50","280,94","281,59","279,60","56,99K","-0,12%"
"26.04.2019","280,85","279,77","281,22","279,77","68,92K","0,29%"
"25.04.2019","280,05","279,37","280,30","278,44","71,13K","0,55%"
"24.04.2019","278,53","278,65","279,10","277,60","74,92K","-0,13%"
"23.04.2019","278,90","280,00","280,45","278,60","58,68K","-0,44%"
"22.04.2019","280,14","279,45","280,44","279,26","45,52K","0,25%"
"19.04.2019","279,44","278,91","279,76","278,50","65,48K","0,34%"
"18.04.2019","278,48","278,96","279,46","277,54","77,55K","-0,39%"
"17.04.2019","279,56","280,78","281,16","279,39","80,69K","-0,57%"
"16.04.2019","281,16","281,08","281,75","280,50","66,70K","-0,07%"
"15.04.2019","281,35","282,77","282,87","281,11","79,38K","-0,51%"
"12.04.2019","282,79","284,62","284,67","282,79","78,43K","-0,86%"
"11.04.2019","285,25","285,19","286,00","284,45","66,44K","0,07%"
"10.04.2019","285,04","284,45","285,20","284,24","64,18K","0,41%"
"09.04.2019","283,87","283,70","284,68","283,40","51,20K","0,11%"
"08.04.2019","283,57","282,20","283,64","282,20","34,04K","0,45%"
"04.04.2019","282,29","282,25","282,68","281,45","60,64K","0,09%"
"03.04.2019","282,05","281,80","282,50","281,59","56,69K","0,21%"
"02.04.2019","281,45","281,48","282,73","281,30","48,57K","0,01%"
"01.04.2019","281,41","282,25","283,00","281,11","65,60K","0,15%"
"29.03.2019","281,00","285,30","285,79","280,81","126,01K","-1,90%"
"28.03.2019","286,45","287,44","287,64","286,00","73,53K","-0,22%"
"27.03.2019","287,07","286,58","287,75","286,58","50,28K","-0,03%"
"26.03.2019","287,15","287,29","288,30","287,12","70,57K","0,01%"
"25.03.2019","287,11","286,33","287,16","285,79","62,98K","0,45%"
"22.03.2019","285,82","286,14","286,67","284,71","79,89K","-0,22%"
"21.03.2019","286,46","284,28","286,51","283,08","61,65K","0,67%"
"20.03.2019","284,55","285,28","285,55","284,40","46,58K","-0,11%"
"19.03.2019","284,87","284,33","285,25","284,01","49,85K","0,32%"
"18.03.2019","283,95","284,28","284,55","283,15","50,77K","-0,09%"
"15.03.2019","284,21","283,40","284,30","282,34","81,33K","0,00%"
"14.03.2019","284,20","285,20","285,28","284,05","52,55K","-0,15%"
"13.03.2019","284,63","283,11","284,75","282,90","53,78K","0,66%"
"12.03.2019","282,76","283,06","283,45","282,25","55,44K","-0,21%"
"11.03.2019","283,36","282,31","284,21","282,10","64,26K","0,32%"
"08.03.2019","282,47","280,44","282,49","279,77","77,84K","0,92%"
"07.03.2019","279,90","280,34","280,80","279,70","60,47K","-0,43%"
"06.03.2019","281,12","279,39","281,19","279,01","66,44K","0,62%"
"05.03.2019","279,38","279,45","280,50","279,21","64,09K","-0,39%"
"04.03.2019","280,46","284,36","285,16","280,40","90,77K","-1,44%"
"01.03.2019","284,55","287,09","287,17","284,32","76,50K","-0,63%"
"28.02.2019","286,34","287,58","287,89","285,12","63,55K","-0,51%"
"27.02.2019","287,80","287,57","288,18","287,27","41,68K","-0,03%"
"26.02.2019","287,89","288,03","288,50","287,12","42,04K","-0,16%"
"25.02.2019","288,34","288,05","289,61","287,75","52,34K","-0,13%"
"22.02.2019","288,71","290,16","290,80","288,48","61,77K","-0,69%"
"21.02.2019","290,72","292,55","292,77","290,50","45,09K","-0,56%"
"20.02.2019","292,35","291,31","293,10","291,14","74,31K","0,57%"
"19.02.2019","290,70","290,43","291,07","290,10","45,67K","0,26%"
"18.02.2019","289,94","288,83","290,08","288,22","62,48K","0,55%"
"15.02.2019","288,36","286,84","288,54","286,02","71,77K","0,60%"
"14.02.2019","286,64","287,19","288,37","286,51","68,61K","-0,17%"
"13.02.2019","287,14","288,07","288,07","286,91","44,54K","-0,20%"
"12.02.2019","287,72","287,29","287,91","286,81","37,67K","0,13%"
"11.02.2019","287,35","287,00","287,75","286,51","42,39K","0,04%"
"01.02.2019","287,24","287,10","287,98","286,41","46,44K","0,20%"
"31.01.2019","286,68","286,38","286,77","285,60","55,19K","0,03%"
"30.01.2019","286,60","286,24","286,78","285,90","56,02K","0,24%"
"29.01.2019","285,90","284,60","285,97","284,01","50,22K","0,52%"
"28.01.2019","284,42","281,99","284,80","281,69","67,93K","0,93%"
"25.01.2019","281,80","281,82","282,47","281,44","51,34K","-0,09%"
"24.01.2019","282,04","282,60","282,75","281,70","49,35K","-0,11%"
"23.01.2019","282,36","282,52","283,00","281,98","34,78K","0,04%"
"22.01.2019","282,26","281,52","282,35","281,15","47,16K","0,05%"
"21.01.2019","282,11","282,50","282,75","281,31","57,32K","-0,34%"
"18.01.2019","283,07","283,40","283,67","282,88","53,92K","0,01%"
"17.01.2019","283,04","282,49","283,26","282,12","56,05K","0,12%"
"16.01.2019","282,69","282,25","283,19","282,20","47,85K","0,25%"
"15.01.2019","281,99","283,50","283,54","281,98","54,09K","-0,31%"
"14.01.2019","282,88","282,20","283,15","281,87","58,67K","0,02%"
"11.01.2019","282,82","283,78","284,01","282,20","60,07K","-0,50%"
"10.01.2019","284,23","283,40","285,15","282,57","65,23K","0,24%"
"09.01.2019","283,54","284,35","285,00","283,30","64,56K","-0,30%"
"08.01.2019","284,38","285,81","286,81","284,16","64,60K","-0,50%"
"07.01.2019","285,81","286,68","286,93","283,80","80,15K","-0,44%"
"04.01.2019","287,08","286,50","288,34","285,95","81,08K","0,09%"
"03.01.2019","286,83","285,18","287,19","284,45","69,13K","0,71%"
"02.01.2019","284,81","283,22","284,97","283,22","35,84K","0,44%"
"28.12.2018","283,57","282,58","283,80","282,41","44,90K","0,41%"
"27.12.2018","282,40","283,48","283,88","282,27","66,88K","-0,33%"
"26.12.2018","283,34","283,20","283,86","281,86","53,57K","0,07%"
"25.12.2018","283,15","281,30","283,65","281,25","53,82K","0,59%"
"24.12.2018","281,49","280,60","281,88","280,10","65,56K","0,30%"
"21.12.2018","280,66","279,48","280,99","279,00","78,90K","0,89%"
"20.12.2018","278,19","278,20","279,88","277,50","87,93K","-0,07%"
"19.12.2018","278,39","278,10","278,56","277,65","58,04K","0,20%"
"18.12.2018","277,84","276,37","277,98","276,27","44,18K","0,62%"
"17.12.2018","276,13","276,20","277,50","275,59","42,35K","-0,13%"
"14.12.2018","276,49","276,20","276,80","276,00","43,86K","-0,04%"
"13.12.2018","276,59","277,10","277,36","276,41","40,08K","-0,05%"
"12.12.2018","276,74","277,95","278,20","276,68","49,30K","-0,43%"
"11.12.2018","277,93","278,00","278,25","277,53","41,54K","-0,15%"
"10.12.2018","278,36","275,96","278,44","275,76","75,63K","1,07%"
"07.12.2018","275,40","275,27","276,40","275,18","55,18K","0,09%"
"06.12.2018","275,14","274,22","275,60","274,10","52,23K","0,38%"
"05.12.2018","274,09","274,10","274,42","273,60","34,53K","0,09%"
"04.12.2018","273,85","274,00","274,61","273,66","44,92K","-0,08%"
"03.12.2018","274,07","274,32","274,49","273,46","46,17K","-0,17%"
"30.11.2018","274,53","274,65","275,17","274,21","36,99K","-0,04%"
"29.11.2018","274,65","272,90","274,99","272,48","45,13K","0,71%"
"28.11.2018","272,72","274,47","274,80","272,46","52,20K","-0,52%"
"27.11.2018","274,15","274,88","274,89","274,07","40,00K","-0,24%"
"26.11.2018","274,82","274,10","275,00","273,92","37,81K","0,12%"
"23.11.2018","274,49","274,80","275,08","274,45","36,34K","-0,04%"
"22.11.2018","274,60","274,21","274,98","273,80","37,67K","0,16%"
"21.11.2018","274,15","274,43","275,17","273,72","39,97K","-0,11%"
"20.11.2018","274,45","273,61","274,49","273,28","43,48K","0,39%"
"19.11.2018","273,38","272,60","273,90","272,53","57,59K","0,37%"
"16.11.2018","272,36","271,30","272,45","270,71","37,27K","0,25%"
"15.11.2018","271,67","269,80","271,77","269,49","43,55K","0,66%"
"14.11.2018","269,89","269,70","270,60","269,51","54,19K","-0,20%"
"13.11.2018","270,44","271,20","271,60","270,17","46,33K","-0,31%"
"12.11.2018","271,29","273,41","273,64","271,01","69,70K","-0,80%"
"09.11.2018","273,47","273,56","274,40","273,30","36,60K","-0,12%"
"08.11.2018","273,81","275,11","275,45","273,60","43,38K","-0,52%"
"07.11.2018","275,25","275,60","275,85","274,10","48,86K","0,13%"
"06.11.2018","274,88","275,85","275,85","274,45","47,45K","-0,13%"
"05.11.2018","275,25","274,10","275,26","273,71","46,52K","0,28%"
"02.11.2018","274,49","274,95","275,89","274,28","63,09K","-0,07%"
"01.11.2018","274,68","274,19","274,73","273,13","47,95K","0,32%"
"31.10.2018","273,80","275,15","275,98","273,80","54,10K","-0,72%"
"30.10.2018","275,79","276,65","277,05","275,77","50,82K","-0,38%"
"29.10.2018","276,85","277,32","278,85","276,66","75,74K","-0,16%"
"26.10.2018","277,28","276,69","277,44","276,18","43,70K","0,19%"
"25.10.2018","276,75","275,81","277,95","275,20","53,40K","0,17%"
"24.10.2018","276,29","277,25","278,10","276,03","66,93K","0,03%"
"23.10.2018","276,20","274,50","276,59","273,98","62,65K","0,52%"
"22.10.2018","274,76","274,98","274,99","274,41","43,52K","0,15%"
"19.10.2018","274,36","274,13","275,38","273,85","68,56K","0,29%"
"18.10.2018","273,58","274,01","274,60","273,13","57,00K","-0,01%"
"17.10.2018","273,60","274,75","275,00","273,03","52,51K","-0,28%"
"16.10.2018","274,37","274,68","275,45","273,61","76,91K","-0,05%"
"15.10.2018","274,50","272,02","274,74","271,90","75,37K","1,03%"
"12.10.2018","271,71","268,62","272,20","268,50","119,40K","1,33%"
"11.10.2018","268,15","266,25","268,25","266,09","57,20K","0,66%"
"10.10.2018","266,39","265,90","266,59","265,75","28,45K","0,03%"
"09.10.2018","266,32","266,90","267,20","265,53","44,76K","-0,22%"
"08.10.2018","266,90","267,60","268,00","266,75","45,74K","1,17%"
"28.09.2018","263,81","265,40","265,91","263,40","73,53K","-0,79%"
"27.09.2018","265,91","266,50","266,80","265,56","55,53K","-0,33%"
"26.09.2018","266,78","266,60","266,95","266,43","32,51K","0,25%"
"25.09.2018","266,12","265,86","266,40","265,50","29,30K","-0,44%"
"21.09.2018","267,29","266,73","267,39","266,35","40,47K","0,33%"
"20.09.2018","266,42","266,28","266,82","266,05","32,17K","-0,03%"
"19.09.2018","266,49","266,47","266,75","265,70","40,63K","0,29%"
"18.09.2018","265,73","265,70","266,69","265,60","37,72K","0,06%"
"17.09.2018","265,58","266,35","266,70","265,40","40,82K","-0,39%"
"14.09.2018","266,63","266,51","267,09","265,43","53,89K","0,13%"
"13.09.2018","266,28","264,83","266,37","264,83","53,38K","0,40%"
"12.09.2018","265,21","265,10","265,70","264,18","52,06K","0,00%"
"11.09.2018","265,21","264,54","265,35","264,53","34,57K","0,17%"
"10.09.2018","264,76","265,40","265,70","264,42","44,40K","-0,14%"
"07.09.2018","265,14","265,60","266,00","264,75","43,60K","0,11%"
"06.09.2018","264,85","264,00","264,90","263,85","36,81K","0,36%"
"05.09.2018","263,91","263,75","264,39","263,50","36,79K","-0,09%"
"04.09.2018","264,16","264,60","265,24","263,80","36,59K","-0,29%"
"03.09.2018","264,92","265,91","266,11","264,83","36,26K","-0,53%"
"31.08.2018","266,33","265,81","266,40","264,85","49,04K","0,18%"
"30.08.2018","265,85","265,35","265,95","265,20","31,49K","0,13%"
"29.08.2018","265,51","266,35","266,40","264,53","47,50K","-0,30%"
"28.08.2018","266,32","265,40","266,45","265,40","37,09K","0,40%"
"27.08.2018","265,26","263,83","265,68","263,62","53,02K","0,29%"
"24.08.2018","264,48","264,30","265,00","263,75","36,93K","0,17%"
"23.08.2018","264,04","265,00","265,50","263,65","50,50K","-0,04%"
"22.08.2018","264,14","263,90","264,54","263,20","44,48K","-0,06%"
"21.08.2018","264,31","263,00","264,48","262,72","38,18K","0,50%"
"20.08.2018","262,99","261,43","263,09","261,43","36,54K","0,61%"
"17.08.2018","261,39","262,37","262,78","261,30","50,12K","-0,33%"
"16.08.2018","262,26","265,16","265,25","260,51","84,23K","-0,95%"
"15.08.2018","264,78","265,57","266,10","264,74","50,27K","-0,24%"
"14.08.2018","265,43","266,65","266,98","265,31","75,90K","-0,79%"
"13.08.2018","267,54","267,44","268,23","267,44","45,11K","0,22%"
"10.08.2018","266,96","267,00","267,36","266,80","29,52K","0,00%"
"09.08.2018","266,96","266,74","267,25","266,31","30,82K","0,00%"
"08.08.2018","266,97","267,58","267,58","266,26","51,62K","-0,15%"
"07.08.2018","267,36","267,21","267,87","267,00","32,99K","-0,04%"
"06.08.2018","267,48","267,30","268,35","266,82","47,11K","-0,13%"
"03.08.2018","267,82","268,02","268,55","267,50","34,38K","-0,03%"
"02.08.2018","267,90","268,10","268,68","267,88","32,21K","-0,13%"
"01.08.2018","268,24","268,70","269,20","267,50","43,75K","-0,16%"
"31.07.2018","268,67","268,65","268,90","268,45","24,60K","0,12%"
"30.07.2018","268,35","268,45","268,85","268,27","42,33K","0,02%"
"27.07.2018","268,30","268,36","268,72","268,18","30,55K","-0,10%"
"26.07.2018","268,56","268,39","268,71","267,91","37,88K","0,21%"
"25.07.2018","268,01","268,89","268,90","267,90","34,63K","-0,15%"
"24.07.2018","268,40","268,60","269,01","267,91","38,51K","0,07%"
"23.07.2018","268,21","267,56","268,45","267,41","48,00K","0,46%"
"20.07.2018","266,99","265,68","267,20","265,10","58,23K","0,32%"
"19.07.2018","266,14","265,45","266,35","265,15","41,98K","0,40%"
"18.07.2018","265,07","267,67","267,90","264,85","76,74K","-0,99%"
"17.07.2018","267,73","267,90","268,15","267,07","39,34K","-0,12%"
"16.07.2018","268,05","267,66","268,55","267,54","26,23K","0,15%"
"13.07.2018","267,66","268,00","268,48","267,61","28,17K","-0,13%"
"12.07.2018","268,00","269,13","269,38","267,96","42,82K","-0,40%"
"11.07.2018","269,08","267,75","269,40","267,51","42,64K","0,31%"
"10.07.2018","268,25","269,50","269,60","268,05","53,30K","-0,28%"
"09.07.2018","268,99","269,14","269,80","268,68","40,32K","-0,10%"
"06.07.2018","269,25","268,26","269,30","268,02","52,96K","0,34%"
"05.07.2018","268,33","268,35","269,07","268,21","37,88K","-0,05%"
"04.07.2018","268,46","267,88","269,39","267,32","64,70K","0,21%"
"03.07.2018","267,89","268,39","268,70","267,25","50,42K","0,03%"
"02.07.2018","267,80","267,14","268,09","267,00","39,61K","0,21%"
"29.06.2018","267,24","267,27","267,80","266,70","46,63K","0,10%"
"28.06.2018","266,97","267,58","267,75","266,88","41,45K","-0,16%"
"27.06.2018","267,40","266,40","267,61","266,40","58,83K","0,10%"
"26.06.2018","267,12","267,60","267,76","267,04","35,61K","-0,01%"
"25.06.2018","267,15","266,33","267,59","266,06","50,60K","0,29%"
"22.06.2018","266,39","265,57","266,54","264,83","27,19K","0,35%"
"21.06.2018","265,47","266,14","266,54","265,10","38,27K","-0,20%"
"20.06.2018","266,00","266,26","267,18","266,00","43,27K","-0,56%"
"19.06.2018","267,50","266,86","267,60","266,00","34,47K","-0,50%"
"15.06.2018","268,85","268,90","270,00","268,80","52,35K","0,02%"
"14.06.2018","268,80","267,62","268,85","267,15","56,48K","0,38%"
"13.06.2018","267,78","268,28","268,52","267,50","31,01K","-0,19%"
"12.06.2018","268,28","268,10","268,95","268,10","33,97K","0,00%"
"11.06.2018","268,27","268,35","269,00","268,19","49,63K","0,06%"
"08.06.2018","268,11","268,15","268,75","267,58","36,54K","0,07%"
"07.06.2018","267,92","267,60","268,30","267,40","32,13K","0,03%"
"06.06.2018","267,83","267,40","268,50","267,21","38,19K","0,16%"
"05.06.2018","267,40","268,45","268,45","267,20","35,77K","-0,21%"
"04.06.2018","267,96","268,24","268,92","267,50","58,95K","-0,35%"
"01.06.2018","268,91","269,57","270,00","268,60","53,72K","-0,27%"
"31.05.2018","269,63","268,99","269,65","268,61","45,03K","0,26%"
"30.05.2018","268,93","269,62","269,84","267,77","80,99K","0,18%"
"29.05.2018","268,45","268,34","268,88","268,04","41,95K","0,27%"
"28.05.2018","267,74","268,99","269,56","267,53","50,32K","-0,40%"
"25.05.2018","268,81","267,24","269,08","267,24","48,63K","0,47%"
"24.05.2018","267,54","267,32","267,66","266,10","57,52K","0,42%"
"23.05.2018","266,41","266,20","266,48","265,68","31,38K","0,23%"
"22.05.2018","265,81","265,07","265,96","264,91","36,61K","0,31%"
"21.05.2018","264,98","265,50","266,33","264,71","37,17K","-0,21%"
"18.05.2018","265,55","265,29","265,80","265,22","28,37K","0,09%"
"17.05.2018","265,30","265,50","266,13","265,10","54,51K","-0,58%"
"16.05.2018","266,84","268,85","268,89","266,02","66,13K","-0,90%"
"15.05.2018","269,26","270,14","270,44","269,05","47,05K","-0,44%"
"14.05.2018","270,46","270,82","270,95","270,20","34,31K","-0,05%"
"11.05.2018","270,60","270,59","270,85","270,00","40,76K","0,26%"
"10.05.2018","269,91","269,90","270,54","269,72","40,85K","0,15%"
"09.05.2018","269,50","270,00","270,95","269,13","48,75K","-0,24%"
"08.05.2018","270,16","269,90","270,50","269,87","30,68K","0,09%"
"07.05.2018","269,92","269,35","270,84","269,31","51,05K","0,21%"
"04.05.2018","269,35","270,59","270,60","269,18","38,66K","0,00%"
"03.05.2018","269,36","269,43","270,17","268,70","43,72K","-0,11%"
"02.05.2018","269,65","268,50","269,73","268,08","35,69K","-0,20%"
"27.04.2018","270,20","270,57","270,86","269,74","56,02K","-0,28%"
"26.04.2018","270,97","269,60","271,00","269,60","42,56K","0,19%"
"25.04.2018","270,45","270,75","271,48","270,40","41,49K","-0,17%"
"24.04.2018","270,92","270,72","271,20","270,30","61,69K","-0,15%"
"23.04.2018","271,34","272,60","273,13","271,05","63,32K","-0,48%"
"20.04.2018","272,66","273,82","273,99","272,50","48,01K","-0,49%"
"19.04.2018","274,00","273,70","274,45","273,45","59,54K","0,36%"
"18.04.2018","273,03","272,75","273,43","272,10","45,02K","-0,05%"
"17.04.2018","273,18","272,88","273,48","272,43","41,62K","0,18%"
"16.04.2018","272,68","271,65","273,60","271,42","54,89K","0,21%"
"13.04.2018","272,11","273,35","273,49","271,78","79,27K","-0,71%"
"12.04.2018","274,06","273,81","275,20","273,15","102,68K","0,45%"
"11.04.2018","272,82","272,08","272,96","271,56","53,01K","0,44%"
"10.04.2018","271,63","271,45","272,56","271,15","46,23K","0,13%"
"09.04.2018","271,27","271,90","271,90","271,13","32,28K","-0,20%"
"04.04.2018","271,82","271,82","272,32","270,45","52,60K","-0,11%"
"03.04.2018","272,13","271,00","272,80","270,90","52,18K","0,52%"
"02.04.2018","270,73","270,47","270,76","269,77","43,07K","0,19%"
"30.03.2018","270,23","269,88","270,34","269,20","27,76K","0,12%"
"29.03.2018","269,90","271,80","272,09","269,33","70,37K","-0,88%"
"28.03.2018","272,30","273,54","273,66","272,25","50,44K","-0,70%"
"27.03.2018","274,23","274,50","274,86","273,79","48,57K","0,02%"
"26.03.2018","274,18","274,40","275,48","274,00","70,05K","-0,21%"
"23.03.2018","274,77","272,01","274,78","271,56","98,57K","1,04%"
"22.03.2018","271,94","269,40","272,38","269,22","74,88K","0,92%"
"21.03.2018","269,45","268,90","269,46","268,31","36,85K","0,07%"
"20.03.2018","269,25","268,21","269,63","268,21","32,94K","0,32%"
"19.03.2018","268,39","270,03","270,25","268,10","50,79K","-0,50%"
"16.03.2018","269,73","270,30","270,67","269,25","43,70K","-0,38%"
"15.03.2018","270,77","270,83","271,09","270,36","32,61K","-0,06%"
"14.03.2018","270,92","270,39","271,52","269,50","50,24K","0,23%"
"13.03.2018","270,30","269,70","270,78","269,51","35,13K","-0,13%"
"12.03.2018","270,64","270,43","271,01","269,50","50,31K","0,10%"
"09.03.2018","270,37","271,38","271,96","270,28","35,77K","-0,59%"
"08.03.2018","271,98","272,00","272,34","271,15","32,32K","-0,08%"
"07.03.2018","272,21","271,90","273,14","271,51","58,60K","0,45%"
"06.03.2018","271,00","271,29","271,54","270,50","28,62K","-0,29%"
"05.03.2018","271,79","271,18","271,88","270,45","40,53K","0,37%"
"02.03.2018","270,80","269,19","270,90","268,60","45,96K","0,49%"
"01.03.2018","269,49","270,02","270,56","269,30","27,51K","-0,20%"
"28.02.2018","270,02","272,19","272,19","269,63","46,76K","-0,80%"
"27.02.2018","272,19","273,33","273,33","271,80","34,25K","-0,44%"
"26.02.2018","273,39","272,17","273,45","271,69","33,83K","0,58%"
"23.02.2018","271,80","271,24","272,30","271,23","27,84K","0,21%"
"22.02.2018","271,23","271,35","271,87","270,65","25,30K","-0,57%"
"14.02.2018","272,78","271,65","273,20","270,60","35,82K","0,62%"
"13.02.2018","271,09","269,81","271,30","269,36","37,48K","0,46%"
"12.02.2018","269,84","268,32","270,00","267,88","52,71K","0,25%"
"09.02.2018","269,16","269,00","271,15","268,33","57,20K","0,03%"
"08.02.2018","269,08","269,60","269,60","267,49","69,52K","-0,19%"
"07.02.2018","269,59","272,95","272,95","268,90","70,12K","-1,29%"
"06.02.2018","273,10","271,93","274,41","271,12","63,51K","0,62%"
"05.02.2018","271,42","273,55","273,76","271,10","76,80K","-0,84%"
"02.02.2018","273,72","272,80","273,99","272,72","39,41K","0,15%"
"01.02.2018","273,31","273,59","274,00","273,03","47,31K","-0,20%"
"31.01.2018","273,87","274,87","275,22","273,68","54,76K","0,00%"
"30.01.2018","273,86","275,95","276,05","273,51","64,76K","-0,72%"
"29.01.2018","275,84","277,18","277,38","275,67","46,24K","-0,55%"
"26.01.2018","277,37","278,40","278,48","276,71","66,66K","-0,53%"
"25.01.2018","278,84","278,30","279,20","277,94","68,30K","0,39%"
"24.01.2018","277,76","276,90","277,82","276,33","49,48K","0,34%"
"23.01.2018","276,81","276,07","276,90","275,85","35,99K","0,37%"
"22.01.2018","275,80","276,02","276,30","275,69","35,95K","0,09%"
"19.01.2018","275,55","276,27","276,38","275,36","43,82K","-0,16%"
"18.01.2018","275,99","278,20","278,20","275,71","45,35K","-0,60%"
"17.01.2018","277,65","278,15","278,88","277,62","48,60K","-0,39%"
"16.01.2018","278,73","279,22","279,30","278,62","36,30K","-0,18%"
"15.01.2018","279,22","278,41","279,29","277,20","65,61K","0,32%"
"12.01.2018","278,32","277,88","278,49","277,60","42,41K","0,26%"
"11.01.2018","277,61","278,00","278,88","277,30","53,39K","0,35%"
"10.01.2018","276,64","277,00","277,40","276,40","37,48K","-0,18%"
"09.01.2018","277,13","276,85","277,32","276,48","47,95K","0,23%"
"08.01.2018","276,49","276,00","276,95","275,80","53,97K","0,11%"
"05.01.2018","276,19","275,41","276,86","274,73","57,04K","0,37%"
"04.01.2018","275,18","276,33","276,58","274,50","50,91K","-0,32%"
"03.01.2018","276,06","275,03","276,97","275,03","62,13K","0,38%"
"02.01.2018","275,02","274,81","275,19","274,30","35,71K","0,74%"
"29.12.2017","273,01","273,50","273,70","272,90","54,76K","-0,14%"
"28.12.2017","273,40","272,83","273,88","272,60","63,24K","0,28%"
"27.12.2017","272,65","271,65","272,68","271,45","54,90K","0,37%"
"26.12.2017","271,65","271,70","271,80","271,01","45,68K","0,06%"
"25.12.2017","271,50","270,35","271,77","270,09","64,30K","0,48%"
"22.12.2017","270,19","269,90","270,27","269,50","49,53K","0,11%"
"21.12.2017","269,88","270,45","270,49","269,66","49,54K","-0,16%"
"20.12.2017","270,31","270,84","271,03","270,04","53,54K","-0,23%"
"19.12.2017","270,93","270,10","271,11","269,50","83,52K","0,50%"
"18.12.2017","269,58","269,50","270,30","269,00","61,73K","0,07%"
"15.12.2017","269,39","269,53","269,90","268,76","43,50K","-0,07%"
"14.12.2017","269,57","266,75","269,99","266,65","74,05K","1,01%"
"13.12.2017","266,88","266,81","267,18","266,15","46,86K","-0,06%"
"12.12.2017","267,05","267,97","267,97","266,66","52,61K","-0,35%"
"11.12.2017","267,99","267,20","268,02","266,35","82,81K","0,22%"
"08.12.2017","267,40","268,65","268,89","267,22","66,22K","-0,61%"
"07.12.2017","269,05","270,93","271,20","268,60","75,88K","-0,82%"
"06.12.2017","271,27","272,60","272,80","270,43","79,05K","-0,49%"
"05.12.2017","272,60","272,28","273,00","272,16","51,12K","0,12%"
"04.12.2017","272,28","272,55","274,47","271,56","86,14K","-0,10%"
"01.12.2017","272,54","274,20","274,20","272,27","68,16K","-0,62%"
"30.11.2017","274,23","275,94","275,94","274,02","89,60K","-0,65%"
"29.11.2017","276,03","275,84","276,18","275,20","56,97K","0,11%"
"28.11.2017","275,74","275,51","276,40","275,10","104,11K","0,19%"
"27.11.2017","275,22","274,79","275,26","274,50","59,85K","0,07%"
"24.11.2017","275,04","275,09","275,18","274,45","50,06K","-0,01%"
"23.11.2017","275,07","274,67","275,48","274,67","64,98K","0,15%"
"22.11.2017","274,67","274,70","275,42","274,20","57,17K","-0,01%"
"21.11.2017","274,69","276,25","276,48","274,50","94,05K","-0,57%"
"20.11.2017","276,27","275,05","276,45","274,74","105,76K","0,57%"
"17.11.2017","274,70","274,28","275,00","274,21","52,32K","0,21%"
"16.11.2017","274,13","275,49","275,60","274,02","90,28K","-0,36%"
"15.11.2017","275,13","273,90","275,20","273,55","97,31K","0,24%"
"14.11.2017","274,46","275,09","275,25","274,43","60,99K","-0,14%"
"13.11.2017","274,85","276,05","276,35","274,62","78,44K","-0,42%"
"10.11.2017","276,00","275,80","276,42","275,68","62,49K","0,22%"
"09.11.2017","275,40","274,70","275,54","274,43","82,53K","0,33%"
"08.11.2017","274,50","273,97","274,62","273,70","69,43K","0,12%"
"07.11.2017","274,18","273,10","274,60","273,03","82,02K","0,50%"
"06.11.2017","272,81","273,25","273,99","272,63","97,70K","-0,18%"
